car_age,km_driven,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,Actual_Price,Predicted_Price,Prediction_Error,Absolute_Error
13,42000,True,False,False,False,True,False,True,False,False,False,False,350000,461210.0,-111210.0,111210.0
9,40000,False,False,False,True,True,False,True,False,True,False,False,350000,333301.70908225107,16698.290917748935,16698.290917748935
12,25000,False,False,False,True,True,False,True,False,True,False,False,204999,229599.37,-24600.369999999995,24600.369999999995
10,15000,True,False,False,False,True,False,True,False,True,False,False,610000,447845.0952380952,162154.9047619048,162154.9047619048
18,100000,False,False,False,True,True,False,True,False,False,False,True,120000,122166.83333333331,-2166.833333333314,2166.833333333314
10,80000,False,False,False,True,True,False,False,False,False,False,False,690000,498199.86,191800.14,191800.14
12,28942,False,False,False,True,False,False,False,False,False,False,False,300000,346962.4975,-46962.4975,46962.4975
18,102000,False,False,False,True,True,False,True,False,True,False,False,125000,127336.16666666669,-2336.166666666686,2336.166666666686
12,120000,False,False,False,True,True,False,True,False,False,False,False,300000,206140.0,93860.0,93860.0
12,55000,False,False,False,True,True,False,True,False,False,False,False,280000,246896.36363636365,33103.63636363635,33103.63636363635
29,120000,True,False,False,False,True,False,True,False,False,False,True,150000,133675.0,16325.0,16325.0
11,70000,False,False,False,True,True,False,True,False,False,False,False,200000,273922.3711541725,-73922.37115417252,73922.37115417252
15,40000,False,False,False,True,True,False,True,False,False,False,False,200000,213439.6428571429,-13439.642857142899,13439.642857142899
17,83000,False,False,False,True,True,False,True,False,True,False,False,110000,139263.73641666665,-29263.736416666652,29263.736416666652
6,40000,False,False,False,False,True,False,True,False,False,False,False,282000,318678.49174603174,-36678.49174603174,36678.49174603174
14,108731,True,False,False,False,True,False,True,False,False,False,False,800000,611774.8953823954,188225.10461760464,188225.10461760464
21,56580,False,False,False,True,False,False,True,False,False,False,False,80000,80000.0,0.0,0.0
16,100000,True,False,False,False,True,False,True,False,False,False,False,150000,295896.0,-145896.0,145896.0
9,60000,True,False,False,False,True,False,True,False,False,False,False,720000,641899.146964147,78100.85303585301,78100.85303585301
11,32000,False,False,False,True,False,False,True,False,False,False,False,245000,374200.0,-129200.0,129200.0
10,22000,True,False,False,False,False,False,True,False,False,False,False,790000,488430.23809523805,301569.76190476195,301569.76190476195
14,55328,True,False,False,False,False,False,True,False,False,False,False,400000,409392.47,-9392.469999999972,9392.469999999972
24,120000,True,False,False,False,True,False,True,False,False,False,False,100000,104950.0,-4950.0,4950.0
20,60000,False,False,False,True,True,False,True,False,True,False,False,150000,83060.87301587302,66939.12698412698,66939.12698412698
11,53652,True,False,False,False,False,False,True,False,False,False,False,851000,823600.0,27400.0,27400.0
10,85000,True,False,False,False,True,False,True,False,False,False,False,1151000,709856.0349382693,441143.9650617307,441143.9650617307
17,110000,True,False,False,False,True,False,True,False,True,False,False,409999,209018.16546722723,200980.83453277277,200980.83453277277
20,132000,False,False,False,True,True,False,True,False,False,False,False,165000,86951.66666666669,78048.33333333331,78048.33333333331
14,125000,True,False,False,False,True,False,True,False,True,False,False,290000,416540.2705627706,-126540.2705627706,126540.2705627706
16,70000,False,False,False,True,True,False,True,False,False,False,False,250000,193078.89709573763,56921.10290426237,56921.10290426237
14,70000,False,False,False,True,True,False,True,False,True,False,False,140000,195016.22619047618,-55016.22619047618,55016.22619047618
10,30000,False,False,False,True,False,False,True,False,False,False,False,625000,366642.74503274506,258357.25496725494,258357.25496725494
13,50000,False,False,False,True,True,False,True,False,True,False,False,350000,311233.5854365079,38766.414563492115,38766.414563492115
9,46000,False,False,False,True,True,False,True,False,False,False,False,250000,270954.07407407404,-20954.074074074044,20954.074074074044
12,87000,True,False,False,False,True,False,True,False,True,False,False,600000,506407.16554489965,93592.83445510035,93592.83445510035
9,40000,True,False,False,False,True,False,True,False,False,False,False,545000,689002.4999431971,-144002.49994319712,144002.49994319712
19,100000,True,False,False,False,True,False,True,True,False,False,False,155000,141787.2023809524,13212.797619047604,13212.797619047604
18,90000,False,False,False,True,True,False,True,False,True,False,False,80000,130144.72582972581,-50144.72582972581,50144.72582972581
15,76259,False,False,False,True,False,False,False,False,False,False,False,269000,394490.0,-125490.0,125490.0
11,70000,True,False,False,False,True,False,True,False,True,False,False,350000,444419.1309523809,-94419.13095238089,94419.13095238089
20,70000,False,False,False,True,True,False,True,False,False,False,True,140000,108625.0,31375.0,31375.0
18,270000,True,False,False,False,True,False,True,False,False,False,True,300000,203334.53,96665.47,96665.47
14,35000,True,False,False,False,True,False,True,False,True,False,False,250999,391899.1456666667,-140900.14566666668,140900.14566666668
8,15000,True,False,False,False,True,False,True,False,False,False,False,650000,1053553.3333333335,-403553.3333333335,403553.3333333335
13,80000,False,False,False,True,False,False,True,False,False,False,False,300000,267333.1821789322,32666.817821067816,32666.817821067816
12,28942,False,False,False,True,False,False,False,False,False,False,False,300000,346962.4975,-46962.4975,46962.4975
7,1001,True,False,False,False,False,False,True,False,False,False,False,750000,674165.0,75835.0,75835.0
7,25000,True,False,False,False,True,False,True,False,False,False,False,650000,793171.6666666667,-143171.66666666674,143171.66666666674
13,100000,True,False,False,False,True,False,True,False,False,False,False,349000,236211.83838383836,112788.16161616164,112788.16161616164
21,80000,False,False,False,True,True,False,True,False,False,False,True,140000,62265.0,77735.0,77735.0
10,52600,True,False,False,False,True,False,True,False,False,False,False,535000,535000.0,0.0,0.0
15,108000,True,False,False,False,True,False,True,False,True,False,False,275000,235549.1818174603,39450.81818253969,39450.81818253969
26,90000,False,False,False,True,True,False,True,False,True,False,False,65000,65360.0,-360.0,360.0
12,25000,False,False,False,True,True,False,True,False,False,False,False,290000,360225.9473809523,-70225.9473809523,70225.9473809523
10,53000,False,False,False,True,True,False,True,False,True,False,False,200000,263161.0317460317,-63161.03174603172,63161.03174603172
14,40000,True,False,False,False,True,False,True,False,False,False,False,250000,336077.38095238095,-86077.38095238095,86077.38095238095
19,120000,False,False,False,True,True,False,True,False,True,False,False,250000,81527.85714285714,168472.14285714284,168472.14285714284
14,60000,False,False,False,True,True,False,True,False,True,False,False,190000,221231.21031746033,-31231.210317460325,31231.210317460325
12,30000,True,False,False,False,True,False,True,False,False,False,False,600000,274178.73083333333,325821.26916666667,325821.26916666667
22,60000,False,False,False,True,True,False,True,False,True,False,False,80000,87426.25,-7426.25,7426.25
15,110000,True,False,False,False,True,False,True,False,True,False,False,450000,225578.15007142856,224421.84992857144,224421.84992857144
12,28245,True,False,False,False,False,False,True,False,False,False,False,650000,631000.0,19000.0,19000.0
15,50000,True,False,False,False,True,False,True,False,True,False,False,285000,336417.6153846154,-51417.615384615376,51417.615384615376
21,80000,True,False,False,False,True,False,True,False,False,False,False,70000,214815.0,-144815.0,144815.0
13,73000,True,False,False,False,False,False,True,False,False,False,False,450000,627275.0,-177275.0,177275.0
12,70000,True,False,False,False,True,False,True,False,False,False,False,1050000,577810.1785714286,472189.82142857136,472189.82142857136
18,25000,False,False,False,True,True,False,True,False,False,False,False,145000,193652.85714285716,-48652.85714285716,48652.85714285716
8,4500,True,False,False,False,False,False,False,False,False,False,False,975000,934269.99,40730.01000000001,40730.01000000001
14,55130,True,False,False,False,False,False,True,False,False,False,False,180000,409392.47,-229392.46999999997,229392.46999999997
9,50000,False,False,False,True,True,False,True,True,False,False,False,210000,326556.8084312202,-116556.80843122018,116556.80843122018
15,120000,True,False,False,False,True,False,True,False,True,False,False,120000,251686.82067932066,-131686.82067932066,131686.82067932066
9,46507,True,False,False,False,False,True,True,False,False,False,False,600000,600000.0,0.0,0.0
8,41395,False,False,False,True,True,False,False,False,False,False,False,950000,492141.09523809515,457858.90476190485,457858.90476190485
8,50000,True,False,False,False,True,False,True,False,False,False,False,750000,659236.1904761905,90763.80952380947,90763.80952380947
9,15000,False,False,False,True,True,False,True,False,False,False,False,430000,505408.02461427444,-75408.02461427444,75408.02461427444
19,110000,False,False,False,True,True,False,True,False,True,False,False,80000,127220.94516594514,-47220.945165945144,47220.945165945144
13,80000,True,False,False,False,False,False,True,False,False,False,False,335000,450040.7892063492,-115040.78920634917,115040.78920634917
15,53000,False,False,False,True,False,False,True,False,True,False,False,305000,234817.5677777778,70182.43222222221,70182.43222222221
14,30000,False,False,False,True,True,False,True,False,True,False,False,280000,107633.98,172366.02000000002,172366.02000000002
21,23000,False,False,False,True,True,False,True,False,True,False,False,56000,63120.0,-7120.0,7120.0
13,120000,True,False,False,False,True,False,True,False,False,False,False,650000,485651.95293436357,164348.04706563643,164348.04706563643
11,65000,True,False,False,False,False,False,True,False,False,False,False,565000,554346.66,10653.339999999967,10653.339999999967
10,25000,False,False,False,True,True,False,True,False,False,False,False,475000,404062.63338661194,70937.36661338806,70937.36661338806
15,70000,False,False,False,True,True,False,True,False,False,False,False,229999,168324.78229978352,61674.21770021648,61674.21770021648
21,70000,False,False,False,True,True,False,True,False,True,False,False,65000,126311.12012987013,-61311.120129870134,61311.120129870134
13,1000,True,False,False,False,False,False,True,False,True,False,False,450000,450000.0,0.0,0.0
18,30000,False,False,False,True,True,False,True,False,True,False,False,105000,224891.46825396825,-119891.46825396825,119891.46825396825
8,29000,True,False,False,False,False,False,True,False,False,False,False,750000,876904.1666666667,-126904.16666666674,126904.16666666674
9,38000,False,False,False,True,True,False,True,False,True,False,False,400000,432349.6043333334,-32349.60433333338,32349.60433333338
8,25000,True,False,False,False,True,False,True,False,False,False,False,660000,703330.7699245199,-43330.76992451993,43330.76992451993
15,60000,False,False,False,True,True,False,True,False,False,False,True,175000,135477.11483333335,39522.885166666645,39522.885166666645
12,58000,False,False,False,True,True,False,True,False,False,False,False,250000,270090.0,-20090.0,20090.0
8,14681,True,False,False,False,False,False,True,False,False,False,False,624000,764323.2633333334,-140323.26333333342,140323.26333333342
8,50000,True,False,False,False,True,False,True,False,False,False,False,800000,659236.1904761905,140763.80952380947,140763.80952380947
9,60000,True,False,False,False,True,False,True,False,False,False,False,800000,641899.146964147,158100.853035853,158100.853035853
6,1000,False,False,False,True,True,False,True,False,False,False,False,614000,1007020.0,-393020.0,393020.0
7,20000,False,False,False,True,True,False,False,False,False,False,False,650000,681593.6252525252,-31593.625252525206,31593.625252525206
14,70000,False,False,False,False,True,False,True,False,True,False,False,160000,194197.70619047616,-34197.706190476165,34197.706190476165
14,48000,False,False,False,True,False,False,True,False,False,False,False,225000,245309.98,-20309.98000000001,20309.98000000001
18,100000,True,False,False,False,True,False,True,True,False,False,False,250000,118250.0,131750.0,131750.0
13,60000,True,False,False,False,True,False,True,False,True,False,False,240000,251275.28365079366,-11275.283650793659,11275.283650793659
9,14000,False,False,False,True,False,False,True,False,False,False,False,585000,461158.0223076923,123841.97769230767,123841.97769230767
14,97000,True,False,False,False,True,False,True,False,False,False,False,215000,314789.5508658008,-99789.55086580082,99789.55086580082
12,44875,True,False,False,False,False,False,True,False,False,False,False,395000,603800.0,-208800.0,208800.0
10,100000,True,False,False,False,True,False,True,False,True,False,False,525000,459247.8571428571,65752.1428571429,65752.1428571429
13,120000,True,False,False,False,True,False,True,False,False,False,False,450000,485651.95293436357,-35651.952934363566,35651.952934363566
15,140000,True,False,False,False,True,False,True,False,True,False,False,350000,270350.0,79650.0,79650.0
10,7104,False,False,False,True,False,True,True,False,False,False,False,670000,670000.0,0.0,0.0
13,65000,True,False,False,False,False,False,True,False,False,False,False,484999,371159.3041428572,113839.6958571428,113839.6958571428
12,40000,False,False,False,True,True,False,True,False,False,False,False,470000,196641.76152597403,273358.238474026,273358.238474026
8,40000,False,False,False,True,True,False,True,False,False,False,False,690000,394611.39682539686,295388.60317460314,295388.60317460314
13,205000,False,False,False,True,True,False,True,False,False,False,False,125000,308189.7619047619,-183189.7619047619,183189.7619047619
16,130000,True,False,False,False,True,False,True,False,True,False,False,150000,284097.9512857142,-134097.95128571423,134097.95128571423
9,60000,False,False,False,True,True,False,True,False,False,False,False,290000,419578.49206349207,-129578.49206349207,129578.49206349207
13,63654,True,False,False,False,False,False,True,False,False,False,False,900000,371159.3041428572,528840.6958571428,528840.6958571428
14,110000,False,False,False,True,True,False,True,False,True,False,False,225000,225000.0,0.0,0.0
11,35000,False,False,False,True,True,False,True,False,False,False,False,260000,337048.33333333326,-77048.33333333326,77048.33333333326
9,21170,True,False,False,False,False,False,True,False,False,False,False,700000,613265.3838461539,86734.61615384615,86734.61615384615
18,140000,True,False,False,False,True,False,True,False,True,False,False,350000,394405.00169841276,-44405.00169841276,44405.00169841276
8,35000,False,False,False,True,True,False,False,False,False,False,False,550000,579655.1698301699,-29655.169830169878,29655.169830169878
14,140000,True,False,False,False,True,False,True,False,True,False,False,195000,249550.0,-54550.0,54550.0
10,7104,False,False,False,True,False,True,True,False,False,False,False,670000,670000.0,0.0,0.0
10,41000,False,False,False,True,False,False,True,False,False,False,False,239000,249519.91381167862,-10519.91381167862,10519.91381167862
17,80000,False,False,False,True,True,False,True,False,True,False,False,140000,161271.4778690476,-21271.47786904761,21271.47786904761
11,70000,True,False,False,False,True,False,True,False,True,False,False,390000,444419.1309523809,-54419.13095238089,54419.13095238089
15,70000,True,False,False,False,True,False,False,False,True,False,False,650000,669160.0,-19160.0,19160.0
8,15000,False,False,False,True,False,False,False,False,False,False,False,290000,726821.9922222223,-436821.99222222227,436821.99222222227
8,20000,False,False,False,True,True,False,True,False,False,False,False,270000,421833.4539393122,-151833.4539393122,151833.4539393122
11,65000,True,False,False,False,True,False,True,False,False,False,False,1125000,547493.8266178266,577506.1733821734,577506.1733821734
12,40000,False,False,False,True,True,False,True,False,False,False,False,55000,196641.76152597403,-141641.76152597403,141641.76152597403
18,140000,False,False,False,True,True,False,True,False,False,False,False,65000,148780.55555555556,-83780.55555555556,83780.55555555556
17,100000,False,False,False,True,True,False,True,False,False,False,False,140000,180047.31333333335,-40047.31333333335,40047.31333333335
8,21302,False,False,False,True,True,False,True,False,False,False,False,100000,311230.468817878,-211230.468817878,211230.468817878
8,50000,True,False,False,False,True,False,True,False,False,False,False,980000,659236.1904761905,320763.80952380947,320763.80952380947
13,100000,True,False,False,False,True,False,True,False,False,False,False,400000,236211.83838383836,163788.16161616164,163788.16161616164
17,110000,True,False,False,False,True,False,True,False,True,False,False,1100000,209018.16546722723,890981.8345327728,890981.8345327728
9,71000,True,False,False,False,False,False,True,False,False,False,False,380000,667245.9523809523,-287245.9523809523,287245.9523809523
6,1000,False,False,False,True,True,False,True,False,False,False,False,350000,1007020.0,-657020.0,657020.0
14,110000,True,False,False,False,True,False,True,False,True,False,False,555000,555232.4698899711,-232.46988997107837,232.46988997107837
12,50000,False,False,False,True,True,False,True,False,False,False,False,240000,325275.2922077922,-85275.29220779223,85275.29220779223
15,90000,True,False,False,False,True,False,True,False,False,False,True,140000,200937.40079365083,-60937.40079365083,60937.40079365083
10,50000,True,False,False,False,True,False,True,False,False,False,False,630000,657821.3095238094,-27821.309523809352,27821.309523809352
15,97000,False,False,False,True,False,False,False,False,True,False,False,434999,501410.0,-66411.0,66411.0
15,60000,False,False,False,True,True,False,True,False,False,False,True,120000,135477.11483333335,-15477.114833333355,15477.114833333355
14,55300,True,False,False,False,False,False,False,False,False,False,False,735000,745500.0,-10500.0,10500.0
10,40000,False,False,False,True,True,False,True,False,False,False,False,265000,329967.2913197913,-64967.291319791286,64967.291319791286
21,120000,False,False,False,True,True,False,True,False,True,False,False,100000,99287.5,712.5,712.5
15,70000,True,False,False,False,True,False,False,False,False,False,False,525000,648630.0,-123630.0,123630.0
17,350000,True,False,False,False,True,False,True,False,False,False,False,350000,313799.89,36200.109999999986,36200.109999999986
12,55000,False,False,False,True,True,False,True,False,False,False,False,280000,246896.36363636365,33103.63636363635,33103.63636363635
9,50000,True,False,False,False,True,False,True,False,False,False,False,260000,728548.3784246584,-468548.37842465844,468548.37842465844
19,60000,False,False,False,True,True,False,False,False,False,False,False,280000,202480.0,77520.0,77520.0
7,105000,True,False,False,False,False,False,False,False,False,False,False,475000,920950.0,-445950.0,445950.0
10,60000,True,False,False,False,True,False,True,False,False,False,False,685000,612197.0143712673,72802.98562873271,72802.98562873271
19,70000,False,False,False,True,True,False,True,False,False,False,False,60000,69487.5,-9487.5,9487.5
9,44000,False,False,False,True,False,False,True,False,False,False,False,650000,548249.8,101750.19999999995,101750.19999999995
12,72000,False,False,False,False,False,False,True,False,False,False,False,185000,433556.65666666673,-248556.65666666673,248556.65666666673
21,50000,False,False,False,True,True,False,True,False,True,False,False,95000,96369.58333333331,-1369.583333333314,1369.583333333314
15,186000,True,False,False,False,True,False,True,False,True,False,False,150000,403150.0,-253150.0,253150.0
11,50000,False,False,False,True,False,False,False,False,False,False,False,500000,552665.99,-52665.98999999999,52665.98999999999
12,110000,True,False,False,False,True,False,True,False,True,False,False,480000,485132.5577200577,-5132.5577200577245,5132.5577200577245
16,110000,False,False,False,True,True,False,True,False,True,False,False,145000,163057.5,-18057.5,18057.5
15,80000,False,False,False,True,True,False,True,False,True,False,False,250000,210800.68432142856,39199.31567857144,39199.31567857144
16,100000,False,False,False,True,True,False,True,False,True,False,False,250000,224326.63439285714,25673.365607142856,25673.365607142856
20,75000,False,False,False,True,True,False,True,False,False,False,True,90000,139600.0,-49600.0,49600.0
11,70000,True,False,False,False,True,False,True,False,False,False,False,490000,602571.4744977247,-112571.47449772467,112571.47449772467
13,70000,True,False,False,False,True,False,True,False,False,False,True,430000,432254.36507936515,-2254.365079365147,2254.365079365147
8,35000,False,False,False,True,True,False,True,False,False,False,False,300000,422729.85070485086,-122729.85070485086,122729.85070485086
19,181000,True,False,False,False,True,False,True,True,False,False,False,175000,525619.94,-350619.93999999994,350619.93999999994
11,50000,False,False,False,True,True,False,True,False,True,False,False,300000,285897.8174603174,14102.182539682603,14102.182539682603
14,110000,True,False,False,False,True,False,True,False,False,False,False,400000,220948.80189255186,179051.19810744814,179051.19810744814
16,80000,True,False,False,False,True,False,True,False,False,False,False,250000,123919.64285714284,126080.35714285716,126080.35714285716
9,120000,True,False,False,False,True,False,True,False,False,False,False,750000,582667.1904761905,167332.80952380947,167332.80952380947
8,21394,True,False,False,False,False,False,True,False,False,False,False,950000,916375.253846154,33624.746153846034,33624.746153846034
9,44000,True,False,False,False,False,False,True,False,False,False,False,680000,688800.0,-8800.0,8800.0
15,90000,True,False,False,False,True,False,True,False,False,False,True,190000,200937.40079365083,-10937.400793650828,10937.400793650828
21,120000,True,False,False,False,True,False,True,False,False,False,True,120000,129602.48,-9602.479999999996,9602.479999999996
14,102000,True,False,False,False,True,False,True,False,True,False,False,650000,234561.89726190473,415438.1027380953,415438.1027380953
16,96000,False,False,False,True,True,False,True,False,False,False,True,220000,208125.0,11875.0,11875.0
23,60000,False,False,False,True,True,False,True,True,False,False,False,70000,133943.33333333334,-63943.33333333334,63943.33333333334
10,110000,True,False,False,False,True,False,True,False,False,False,False,525000,590142.619047619,-65142.61904761905,65142.61904761905
20,105700,False,False,False,True,True,False,True,False,False,False,False,70000,90312.14285714286,-20312.142857142855,20312.142857142855
12,82000,True,False,False,False,True,False,True,False,False,False,False,520000,518506.3888888888,1493.6111111111823,1493.6111111111823
22,90000,False,False,False,True,True,False,True,False,True,False,False,37500,106998.27333333335,-69498.27333333335,69498.27333333335
17,100000,True,False,False,False,True,False,True,False,False,False,True,200000,180733.33333333337,19266.666666666628,19266.666666666628
10,30000,False,False,False,True,True,False,True,False,False,False,False,210000,284144.3070818072,-74144.30708180717,74144.30708180717
15,15000,False,False,False,True,True,False,True,False,False,False,False,75000,204888.55142857137,-129888.55142857137,129888.55142857137
13,70000,True,False,False,False,True,False,True,False,True,False,False,270000,537732.8246753247,-267732.8246753247,267732.8246753247
11,31080,False,False,False,True,False,False,True,False,False,False,False,490000,454585.5681818182,35414.43181818182,35414.43181818182
14,170000,False,False,True,False,True,False,True,False,False,False,True,170000,251299.99,-81299.98999999999,81299.98999999999
7,30000,False,False,False,True,True,False,True,False,False,False,False,500000,401988.9380174955,98011.0619825045,98011.0619825045
8,80000,True,False,False,False,True,False,True,False,False,False,False,700000,584635.2380952381,115364.7619047619,115364.7619047619
9,35000,True,False,False,False,True,False,True,False,False,False,False,720000,715542.7579365082,4457.242063491838,4457.242063491838
8,54000,False,False,False,True,False,False,True,False,True,False,False,400000,436200.0,-36200.0,36200.0
9,52000,False,False,False,True,False,False,True,False,False,False,False,625000,603700.0,21300.0,21300.0
13,70000,True,False,False,False,True,False,True,False,True,False,False,300000,537732.8246753247,-237732.82467532472,237732.82467532472
10,20000,False,False,False,True,True,False,True,False,False,False,False,350000,405462.6090476191,-55462.6090476191,55462.6090476191
13,80000,True,False,False,False,True,False,True,False,False,False,True,430000,629139.2354545455,-199139.23545454547,199139.23545454547
16,52047,False,False,False,True,True,False,True,False,False,False,False,175000,259696.6666666667,-84696.66666666669,84696.66666666669
7,9000,False,False,False,True,True,False,True,False,False,False,False,484999,566111.6208791209,-81112.62087912089,81112.62087912089
13,46000,True,False,False,False,True,False,True,False,False,False,False,195000,455652.22222222225,-260652.22222222225,260652.22222222225
9,70000,True,False,False,False,True,False,True,False,False,False,False,450000,662034.642857143,-212034.64285714296,212034.64285714296
11,55000,True,False,False,False,True,False,True,False,True,False,False,150000,462880.0,-312880.0,312880.0
10,7104,False,False,False,True,False,True,True,False,False,False,False,670000,670000.0,0.0,0.0
14,42000,True,False,False,False,False,False,False,False,False,False,False,490000,825520.0,-335520.0,335520.0
15,40000,False,False,False,True,True,False,True,False,False,False,False,60000,213439.6428571429,-153439.6428571429,153439.6428571429
12,40000,False,False,False,True,True,False,True,False,False,False,False,200999,196641.76152597403,4357.238474025973,4357.238474025973
12,120000,True,False,False,False,True,False,True,False,True,False,False,450000,338949.0476190477,111050.95238095231,111050.95238095231
17,70000,True,False,False,False,True,False,True,False,True,False,False,93000,202844.99999999997,-109844.99999999997,109844.99999999997
8,28000,False,False,False,True,False,False,True,False,False,False,False,310000,401970.0,-91970.0,91970.0
8,26350,True,False,False,False,False,False,True,False,False,False,False,590000,764640.0,-174640.0,174640.0
15,120000,True,False,False,False,True,False,True,False,True,False,False,400000,251686.82067932066,148313.17932067934,148313.17932067934
13,20000,True,False,False,False,False,False,True,False,False,False,False,425000,442350.0,-17350.0,17350.0
8,10500,False,False,False,True,True,False,True,False,False,False,False,300000,330072.1211709957,-30072.1211709957,30072.1211709957
12,57112,False,False,False,True,False,False,True,False,False,False,False,250999,307870.0,-56871.0,56871.0
9,30000,False,False,False,True,False,False,True,False,False,False,False,260000,358060.0,-98060.0,98060.0
14,172000,True,False,False,False,True,False,True,False,True,False,False,150000,333925.0,-183925.0,183925.0
17,63500,False,False,False,True,False,False,False,False,False,False,False,210000,298380.0,-88380.0,88380.0
9,25000,True,False,False,False,True,False,True,False,False,False,False,509999,902246.2393333331,-392247.2393333331,392247.2393333331
14,80000,False,False,False,True,True,False,True,False,True,False,False,300000,210715.60761904757,89284.39238095243,89284.39238095243
6,120000,False,False,False,True,True,False,True,False,False,False,False,240000,351961.6666666666,-111961.66666666663,111961.66666666663
20,100000,True,False,False,False,True,False,True,False,True,False,False,55000,116900.84666666666,-61900.846666666665,61900.846666666665
15,312000,True,False,False,False,True,False,True,False,False,False,True,350000,321199.96,28800.03999999998,28800.03999999998
11,60000,True,False,False,False,True,False,True,False,True,False,False,490000,409668.3333333332,80331.6666666668,80331.6666666668
11,15000,True,False,False,False,True,False,True,False,False,False,False,800000,667740.0,132260.0,132260.0
9,43235,True,False,False,False,False,False,True,False,False,False,False,600000,734999.99,-134999.99,134999.99
13,35000,False,False,False,True,True,False,True,False,False,False,False,340000,274143.4523809523,65856.54761904769,65856.54761904769
9,20000,False,False,False,True,True,False,True,False,False,False,False,220000,363121.0815295814,-143121.0815295814,143121.0815295814
12,166000,True,False,False,False,True,False,True,True,False,False,False,125000,446949.96,-321949.96,321949.96
9,72000,True,False,False,False,False,False,True,False,False,False,False,685000,680815.4545454546,4184.545454545412,4184.545454545412
13,50000,False,False,False,True,True,False,True,False,False,False,False,165000,325425.57858807856,-160425.57858807856,160425.57858807856
11,80000,True,False,False,False,True,False,True,False,False,False,False,325000,495765.35714285716,-170765.35714285716,170765.35714285716
16,120000,True,False,False,False,True,False,True,False,False,False,True,300000,369964.2857142857,-69964.28571428568,69964.28571428568
13,70000,False,False,False,True,True,False,True,False,True,False,False,260000,267601.41857142857,-7601.41857142857,7601.41857142857
12,15000,True,False,False,False,True,False,True,False,False,False,False,800000,655000.0,145000.0,145000.0
19,162000,False,False,True,False,True,False,True,False,False,False,False,70000,132370.0,-62370.0,62370.0
15,25000,False,False,False,True,True,False,True,False,False,False,False,220000,180818.99761904762,39181.002380952385,39181.002380952385
18,175000,True,False,False,False,True,False,True,False,True,False,False,120000,268318.47,-148318.46999999997,148318.46999999997
13,65000,True,False,False,False,False,False,True,False,False,False,False,365000,371159.3041428572,-6159.304142857203,6159.304142857203
11,45974,True,False,False,False,False,True,True,False,False,False,False,750000,750000.0,0.0,0.0
10,45000,False,False,False,True,False,False,False,False,False,False,False,750000,513709.97,236290.03000000003,236290.03000000003
6,5000,False,False,False,True,True,False,True,False,False,False,False,550000,553493.041070041,-3493.041070041014,3493.041070041014
17,40000,False,False,False,True,True,False,True,False,False,False,False,150000,186840.35714285716,-36840.35714285716,36840.35714285716
12,40000,False,False,False,True,True,False,True,False,False,False,False,280000,196641.76152597403,83358.23847402597,83358.23847402597
13,41988,True,False,False,False,False,False,True,False,False,False,False,750000,712640.0,37360.0,37360.0
8,15000,True,False,False,False,False,False,True,False,False,False,False,700000,790693.2633333334,-90693.26333333342,90693.26333333342
16,77073,False,False,False,True,True,False,True,False,True,False,False,110000,212480.60170995668,-102480.60170995668,102480.60170995668
16,80000,False,False,False,True,True,False,True,False,True,False,False,100000,214094.58776917524,-114094.58776917524,114094.58776917524
15,74000,True,False,False,False,True,False,True,False,True,False,False,350000,315863.2814285714,34136.71857142862,34136.71857142862
11,20500,False,False,False,True,True,False,True,False,False,False,False,300000,311457.1428571429,-11457.142857142899,11457.142857142899
10,41000,False,False,False,True,False,False,True,False,False,False,False,239000,249519.91381167862,-10519.91381167862,10519.91381167862
18,90000,False,False,False,True,True,False,True,False,True,False,False,110000,130144.72582972581,-20144.72582972581,20144.72582972581
8,50000,True,False,False,False,True,False,False,False,False,False,False,675000,838856.6666666665,-163856.6666666665,163856.6666666665
15,120000,True,False,False,False,True,False,True,False,True,False,False,199000,251686.82067932066,-52686.82067932066,52686.82067932066
11,40000,False,False,False,True,True,False,True,False,False,False,False,220000,266802.3836643356,-46802.38366433559,46802.38366433559
9,50000,False,False,False,True,True,False,True,False,False,False,False,500000,326556.8084312202,173443.19156877982,173443.19156877982
10,6000,False,False,False,True,False,False,True,False,False,False,False,750000,581420.0,168580.0,168580.0
12,156000,True,False,False,False,True,False,True,False,False,False,False,800000,437199.92,362800.08,362800.08
10,40000,False,False,False,True,True,False,True,False,False,False,False,130000,329967.2913197913,-199967.2913197913,199967.2913197913
13,90010,True,False,False,False,False,False,True,False,True,False,False,360000,580002.26,-220002.26,220002.26
9,20000,False,False,False,True,True,False,True,False,True,False,False,575000,484506.6666666666,90493.33333333337,90493.33333333337
12,101000,True,False,False,False,True,False,True,False,True,False,False,1000000,537536.6883116883,462463.31168831175,462463.31168831175
13,62668,True,False,False,False,False,False,True,False,False,False,False,570000,356899.99,213100.01,213100.01
9,60800,False,False,False,True,True,False,True,False,False,False,False,936999,434018.49206349207,502980.50793650793,502980.50793650793
11,55340,False,False,False,True,False,True,True,False,False,False,False,760000,760000.0,0.0,0.0
20,77000,False,False,False,True,True,False,True,False,True,False,False,120000,144654.1666666667,-24654.166666666686,24654.166666666686
